Prix,Année,Boite,Carburant,secteur,kilometrage,marque,model,nbr de portes,origine,premiére main,puissance fiscale,état,km_min,km_max,km_moyen,km_binned
155000.0,2021,Automatique,Diesel,2 Mars,95 000 - 99 999,DACIA,Duster,5.0,WW au Maroc,Non,6.0,Très bon,95000,99999,97499.5,50k-100k
75000.0,2009,Manuelle,Diesel,2 Mars,170 000 - 179 999,RENAULT,Megane 3,3.0,WW au Maroc,Non,7.0,Bon,170000,179999,174999.5,150k-200k
139000.0,2021,Manuelle,Diesel,2 Mars,100 000 - 109 999,RENAULT,Clio,3.0,WW au Maroc,Non,6.0,Très bon,100000,109999,104999.5,100k-150k
220000.0,2017,Automatique,Diesel,Maarif,180 000 - 189 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Excellent,180000,189999,184999.5,150k-200k
275000.0,2022,Automatique,Diesel,Aïn Chock,70 000 - 74 999,HYUNDAI,Tucson,5.0,WW au Maroc,Oui,6.0,Excellent,70000,74999,72499.5,50k-100k
400000.0,2023,Automatique,Diesel,Aïn Chock,60 000 - 64 999,LAND ROVER,Range Rover Sport,3.0,WW au Maroc,Oui,12.0,Excellent,60000,64999,62499.5,50k-100k
139000.0,2024,Manuelle,Diesel,2 Mars,40 000 - 44 999,DACIA,Sandero,5.0,WW au Maroc,Oui,6.0,Excellent,40000,44999,42499.5,0-50k
115000.0,2010,Automatique,Diesel,2 Mars,200 000 - 249 999,LAND ROVER,Range Rover Sport,5.0,Dédouanée,Non,12.0,Très bon,200000,249999,224999.5,200k-300k
20000.0,1987,Manuelle,Diesel,Ain Sebaa,200 000 - 249 999,PEUGEOT,205,5.0,WW au Maroc,Non,7.0,Excellent,200000,249999,224999.5,200k-300k
397409.0909090909,2021,Automatique,Electrique,Aïn Chock,80 000 - 84 999,TESLA,Model 3,3.0,Dédouanée,Oui,8.0,Excellent,80000,84999,82499.5,50k-100k
142347.45762711865,2010,Manuelle,Diesel,2 Mars,190 000 - 199 999,TOYOTA,Corolla,5.0,WW au Maroc,Non,5.0,Bon,190000,199999,194999.5,150k-200k
250000.0,2021,Automatique,Diesel,Riviera,50 000 - 54 999,BMW,Série 4,3.0,WW au Maroc,Oui,8.0,Neuf,50000,54999,52499.5,50k-100k
330000.0,2020,Automatique,Essence,2 Mars,65 000 - 69 999,AUDI,Q5,5.0,Importée neuve,Oui,14.0,Excellent,65000,69999,67499.5,50k-100k
203577.62732919256,2018,Manuelle,Diesel,Aïn Chock,150 000 - 159 999,VOLKSWAGEN,Golf 7,5.0,Dédouanée,Oui,8.0,Excellent,150000,159999,154999.5,150k-200k
400000.0,2018,Automatique,Diesel,Californie,120 000 - 129 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Non,12.0,Excellent,120000,129999,124999.5,100k-150k
404829.2804878049,2023,Automatique,Diesel,Riviera,15 000 - 19 999,AUDI,Q3,5.0,WW au Maroc,Oui,8.0,Neuf,15000,19999,17499.5,0-50k
316200.0,2022,Automatique,Diesel,Belvédère,90 000 - 94 999,BMW,X5,5.0,WW au Maroc,Oui,12.0,Excellent,90000,94999,92499.5,50k-100k
87000.0,2021,Manuelle,Diesel,2 Mars,100 000 - 109 999,RENAULT,Kangoo,5.0,WW au Maroc,Oui,6.0,Très bon,100000,109999,104999.5,100k-150k
395000.0,2019,Automatique,Diesel,Californie,95 000 - 99 999,BMW,X3,5.0,WW au Maroc,Non,8.0,Excellent,95000,99999,97499.5,50k-100k
269000.0,2019,Automatique,Diesel,Aïn Diab,130 000 - 139 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Non,8.0,Très bon,130000,139999,134999.5,100k-150k
58000.0,2025,Automatique,Essence,Aïn Chock,10 000 - 14 999,KIA,Picanto,5.0,WW au Maroc,Oui,6.0,Excellent,10000,14999,12499.5,0-50k
400000.0,2019,Automatique,Diesel,Maarif,110 000 - 119 999,MERCEDES-BENZ,Classe Glc,5.0,WW au Maroc,Oui,8.0,Excellent,110000,119999,114999.5,100k-150k
69999.0,1998,Automatique,Essence,Quartier des Hôpitaux,100 000 - 109 999,MERCEDES-BENZ,230,5.0,Dédouanée,Non,11.0,Très bon,100000,109999,104999.5,100k-150k
103000.0,2016,Manuelle,Essence,2 Mars,85 000 - 89 999,OPEL,Adam,3.0,WW au Maroc,Oui,8.0,Excellent,85000,89999,87499.5,50k-100k
320000.0,2018,Automatique,Diesel,Maarif,150 000 - 159 999,MERCEDES-BENZ,Classe Gle,5.0,WW au Maroc,Non,9.0,Excellent,150000,159999,154999.5,150k-200k
152000.0,2023,Manuelle,Diesel,Centre Ville,70 000 - 74 999,HYUNDAI,Accent,5.0,WW au Maroc,Oui,6.0,Très bon,70000,74999,72499.5,50k-100k
248428.57142857142,2018,Automatique,Diesel,2 Mars,140 000 - 149 999,AUDI,A8,5.0,Pas encore dédouanée,Oui,12.0,Très bon,140000,149999,144999.5,100k-150k
119000.0,2016,Manuelle,Diesel,Aïn Chock,190 000 - 199 999,SKODA,Superb,5.0,WW au Maroc,Non,8.0,Excellent,190000,199999,194999.5,150k-200k
443214.28571428574,2021,Automatique,Diesel,Mers Sultan,70 000 - 74 999,BMW,X6,5.0,WW au Maroc,Non,12.0,Très bon,70000,74999,72499.5,50k-100k
295000.0,2023,Automatique,Hybride,2 Mars,30 000 - 34 999,RENAULT,Arkana,5.0,WW au Maroc,Oui,8.0,Excellent,30000,34999,32499.5,0-50k
335000.0,2022,Automatique,Diesel,2 Mars,80 000 - 84 999,KIA,Carnival,5.0,WW au Maroc,Oui,9.0,Excellent,80000,84999,82499.5,50k-100k
158000.0,2016,Manuelle,Diesel,Autre secteur,95 000 - 99 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,6.0,Bon,95000,99999,97499.5,50k-100k
295000.0,2016,Automatique,Diesel,Californie,100 000 - 109 999,MERCEDES-BENZ,Classe Glc,5.0,WW au Maroc,Oui,9.0,Très bon,100000,109999,104999.5,100k-150k
404829.2804878049,2022,Automatique,Diesel,Maarif,55 000 - 59 999,AUDI,Q3,5.0,Importée neuve,Oui,8.0,Excellent,55000,59999,57499.5,50k-100k
100000.0,2017,Manuelle,Diesel,2 Mars,120 000 - 129 999,FORD,Fiesta,5.0,WW au Maroc,Non,6.0,Très bon,120000,129999,124999.5,100k-150k
120000.0,2021,Manuelle,Diesel,Aïn Chock,120 000 - 129 999,DACIA,Dokker,5.0,WW au Maroc,Oui,6.0,Excellent,120000,129999,124999.5,100k-150k
135000.0,2012,Automatique,Diesel,Aïn Chock,200 000 - 249 999,MERCEDES-BENZ,Classe Glk,5.0,WW au Maroc,Non,9.0,Excellent,200000,249999,224999.5,200k-300k
497279.06976744183,2015,Automatique,Essence,Mers Sultan,160 000 - 169 999,PORSCHE,Macan,5.0,WW au Maroc,Non,17.0,Excellent,160000,169999,164999.5,150k-200k
355000.0,2022,Automatique,Diesel,Bourgogne,85 000 - 89 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Oui,8.0,Excellent,85000,89999,87499.5,50k-100k
360000.0,2015,Automatique,Diesel,Aïn Chock,140 000 - 149 999,PORSCHE,Cayenne,5.0,Importée neuve,Oui,12.0,Excellent,140000,149999,144999.5,100k-150k
140000.0,2023,Manuelle,Diesel,Ain Sebaa,100 000 - 109 999,CITROEN,C-Elysée,5.0,WW au Maroc,Oui,6.0,Neuf,100000,109999,104999.5,100k-150k
198000.0,2022,Automatique,Hybride,2 Mars,70 000 - 74 999,KIA,Niro,5.0,WW au Maroc,Oui,6.0,Excellent,70000,74999,72499.5,50k-100k
220000.0,2019,Automatique,Diesel,Bourgogne,120 000 - 129 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Excellent,120000,129999,124999.5,100k-150k
160000.0,2020,Automatique,Diesel,Autre secteur,90 000 - 94 999,DACIA,Duster,5.0,WW au Maroc,Oui,6.0,Neuf,90000,94999,92499.5,50k-100k
330000.0,2021,Automatique,Diesel,Aïn Chock,50 000 - 54 999,AUDI,Q5,5.0,Dédouanée,Oui,8.0,Excellent,50000,54999,52499.5,50k-100k
510000.0,2022,Automatique,Diesel,Californie,45 000 - 49 999,BMW,X3,5.0,WW au Maroc,Oui,8.0,Très bon,45000,49999,47499.5,0-50k
249000.0,2022,Automatique,Diesel,2 Mars,70 000 - 74 999,PEUGEOT,3008,5.0,Dédouanée,Oui,8.0,Excellent,70000,74999,72499.5,50k-100k
298000.0,2019,Automatique,Diesel,Autre secteur,75 000 - 79 999,VOLKSWAGEN,Tiguan,5.0,WW au Maroc,Oui,8.0,Bon,75000,79999,77499.5,50k-100k
138000.0,2018,Manuelle,Diesel,Sidi Maarouf,140 000 - 149 999,FIAT,500 X,5.0,WW au Maroc,Oui,6.0,Très bon,140000,149999,144999.5,100k-150k
242000.0,2021,Automatique,Diesel,2 Mars,95 000 - 99 999,JEEP,Cherokee,5.0,WW au Maroc,Oui,9.0,Excellent,95000,99999,97499.5,50k-100k
215000.0,2023,Automatique,Hybride,Autre secteur,150 000 - 159 999,HYUNDAI,Bayon,5.0,WW au Maroc,Non,6.0,Bon,150000,159999,154999.5,150k-200k
320000.0,2020,Automatique,Diesel,Aïn Chock,140 000 - 149 999,MERCEDES-BENZ,Classe C,5.0,Dédouanée,Oui,8.0,Excellent,140000,149999,144999.5,100k-150k
144000.0,2020,Manuelle,Diesel,Ain Sebaa,70 000 - 74 999,OPEL,Corsa,5.0,WW au Maroc,Oui,6.0,Excellent,70000,74999,72499.5,50k-100k
259000.0,2022,Automatique,Diesel,2 Mars,75 000 - 79 999,KIA,Sportage,5.0,WW au Maroc,Oui,8.0,Excellent,75000,79999,77499.5,50k-100k
205000.0,2019,Automatique,Diesel,2 Mars,180 000 - 189 999,ALFA ROMEO,Stelvio,5.0,WW au Maroc,Oui,8.0,Très bon,180000,189999,184999.5,150k-200k
151450.0,2021,Manuelle,Diesel,Autre secteur,85 000 - 89 999,OPEL,Crossland X,5.0,WW au Maroc,Non,6.0,Bon,85000,89999,87499.5,50k-100k
443214.2857142857,2017,Automatique,Diesel,Mers Sultan,150 000 - 159 999,BMW,X6,5.0,WW au Maroc,Non,12.0,Très bon,150000,159999,154999.5,150k-200k
220000.0,2017,Automatique,Diesel,Maarif,180 000 - 189 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Très bon,180000,189999,184999.5,150k-200k
150000.0,2022,Automatique,Hybride,Ain Sebaa,60 000 - 64 999,HYUNDAI,Elantra,5.0,WW au Maroc,Non,9.0,Excellent,60000,64999,62499.5,50k-100k
112000.0,2014,Automatique,Diesel,Oulfa,140 000 - 149 999,PEUGEOT,508,5.0,WW au Maroc,Oui,8.0,Excellent,140000,149999,144999.5,100k-150k
320000.0,2019,Automatique,Diesel,2 Mars,100 000 - 109 999,MERCEDES-BENZ,Classe C,5.0,WW au Maroc,Oui,6.0,Excellent,100000,109999,104999.5,100k-150k
540000.0,2019,Automatique,Diesel,Mers Sultan,70 000 - 74 999,MERCEDES-BENZ,Classe Cls,5.0,WW au Maroc,Non,12.0,Excellent,70000,74999,72499.5,50k-100k
230000.0,2017,Automatique,Diesel,Californie,250 000 - 299 999,VOLVO,Xc90,5.0,WW au Maroc,Oui,8.0,Excellent,250000,299999,274999.5,200k-300k
138000.0,2022,Manuelle,Diesel,Autre secteur,35 000 - 39 999,DACIA,Logan,5.0,WW au Maroc,Non,6.0,Bon,35000,39999,37499.5,0-50k
400000.0,2018,Automatique,Diesel,Aïn Chock,85 000 - 89 999,LAND ROVER,Range Rover Sport,5.0,Importée neuve,Oui,12.0,Excellent,85000,89999,87499.5,50k-100k
105000.0,2014,Manuelle,Diesel,Sidi Bernoussi,180 000 - 189 999,RENAULT,Megane 3,5.0,WW au Maroc,Non,6.0,Très bon,180000,189999,184999.5,150k-200k
310000.0,2022,Automatique,Diesel,2 Mars,60 000 - 64 999,PEUGEOT,3008,5.0,WW au Maroc,Oui,8.0,Excellent,60000,64999,62499.5,50k-100k
320000.0,2019,Automatique,Diesel,2 Mars,90 000 - 94 999,AUDI,Q3,5.0,WW au Maroc,Oui,8.0,Excellent,90000,94999,92499.5,50k-100k
109000.0,2018,Manuelle,Diesel,2 Mars,150 000 - 159 999,CITROEN,C3,5.0,WW au Maroc,Non,6.0,Très bon,150000,159999,154999.5,150k-200k
370000.0,2019,Automatique,Diesel,Aïn Diab,110 000 - 119 999,BMW,X4,5.0,WW au Maroc,Oui,8.0,Très bon,110000,119999,114999.5,100k-150k
255000.0,2018,Automatique,Diesel,Anfa,110 000 - 119 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Oui,8.0,Bon,110000,119999,114999.5,100k-150k
120000.0,2018,Manuelle,Diesel,Aïn Chock,130 000 - 139 999,RENAULT,Megane,5.0,WW au Maroc,Oui,6.0,Très bon,130000,139999,134999.5,100k-150k
235000.0,2021,Automatique,Hybride,Maarif,35 000 - 39 999,TOYOTA,C-Hr,5.0,WW au Maroc,Oui,10.0,Bon,35000,39999,37499.5,0-50k
148000.0,2018,Automatique,Diesel,Maarif,140 000 - 149 999,VOLKSWAGEN,Jetta,5.0,WW au Maroc,Non,8.0,Bon,140000,149999,144999.5,100k-150k
235000.0,2016,Automatique,Diesel,Abdelmoumen,110 000 - 119 999,LAND ROVER,Discovery,5.0,WW au Maroc,Oui,8.0,Très bon,110000,119999,114999.5,100k-150k
497279.06976744183,2019,Automatique,Essence,2 Mars,85 000 - 89 999,PORSCHE,Macan,5.0,Importée neuve,Oui,11.0,Excellent,85000,89999,87499.5,50k-100k
176000.0,2019,Automatique,Diesel,Anfa,130 000 - 139 999,TOYOTA,Corolla,5.0,WW au Maroc,Oui,10.0,Très bon,130000,139999,134999.5,100k-150k
117000.0,2016,Manuelle,Diesel,Aïn Chock,170 000 - 179 999,OPEL,Astra,5.0,WW au Maroc,Non,8.0,Excellent,170000,179999,174999.5,150k-200k
247852.45901639343,2021,Automatique,Diesel,Aïn Chock,150 000 - 159 999,BMW,X3,3.0,WW au Maroc,Oui,8.0,Excellent,150000,159999,154999.5,150k-200k
296000.0,2020,Automatique,Diesel,Aïn Chock,140 000 - 149 999,AUDI,Q2,5.0,Dédouanée,Oui,6.0,Excellent,140000,149999,144999.5,100k-150k
73000.0,2009,Manuelle,Diesel,Sidi Maarouf,200 000 - 249 999,OPEL,Astra,5.0,WW au Maroc,Oui,7.0,Excellent,200000,249999,224999.5,200k-300k
350000.0,2019,Automatique,Diesel,Californie,170 000 - 179 999,AUDI,Q5,5.0,WW au Maroc,Non,8.0,Excellent,170000,179999,174999.5,150k-200k
203577.62732919256,2021,Automatique,Diesel,Aïn Chock,100 000 - 109 999,VOLKSWAGEN,Golf 7,5.0,WW au Maroc,Oui,8.0,Excellent,100000,109999,104999.5,100k-150k
460000.0,2019,Automatique,Diesel,Anfa,140 000 - 149 999,LAND ROVER,Range Rover,5.0,WW au Maroc,Oui,12.0,Excellent,140000,149999,144999.5,100k-150k
119000.0,2011,Automatique,Diesel,Errahma,250 000 - 299 999,AUDI,A3,5.0,Dédouanée,Non,8.0,Très bon,250000,299999,274999.5,200k-300k
320000.0,2022,Automatique,Diesel,Aïn Chock,55 000 - 59 999,MERCEDES-BENZ,Classe C,5.0,Importée neuve,Oui,8.0,Excellent,55000,59999,57499.5,50k-100k
300000.0,2017,Automatique,Diesel,Maarif,100 000 - 109 999,MASERATI,Ghibli,5.0,WW au Maroc,Non,12.0,Excellent,100000,109999,104999.5,100k-150k
184000.0,2020,Automatique,Diesel,Ain Sebaa,100 000 - 109 999,RENAULT,Megane 4,5.0,WW au Maroc,Non,6.0,Bon,100000,109999,104999.5,100k-150k
239000.0,2020,Automatique,Diesel,Aïn Chock,40 000 - 44 999,PEUGEOT,3008,5.0,WW au Maroc,Oui,8.0,Excellent,40000,44999,42499.5,0-50k
235000.0,2019,Automatique,Diesel,Ain Sebaa,90 000 - 94 999,ALFA ROMEO,Stelvio,5.0,WW au Maroc,Non,9.0,Très bon,90000,94999,92499.5,50k-100k
275000.0,2015,Manuelle,Diesel,Aïn Chock,95 000 - 99 999,MERCEDES-BENZ,Classe C,5.0,WW au Maroc,Oui,9.0,Excellent,95000,99999,97499.5,50k-100k
295000.0,2023,Automatique,Diesel,Autre secteur,40 000 - 44 999,FORD,Kuga,5.0,WW au Maroc,Oui,8.0,Bon,40000,44999,42499.5,0-50k
370000.0,2017,Automatique,Diesel,Maarif,120 000 - 129 999,LAND ROVER,Range Rover Sport,5.0,Dédouanée,Oui,12.0,Excellent,120000,129999,124999.5,100k-150k
400000.0,2025,Automatique,Hybride,Aïn Chock,0 - 4 999,PORSCHE,Cayenne,5.0,Importée neuve,Oui,12.0,Neuf,0,4999,2499.5,0-50k
500000.0,2012,Automatique,Essence,Maarif,90 000 - 94 999,BENTLEY,Continental S,5.0,WW au Maroc,Non,37.0,Excellent,90000,94999,92499.5,50k-100k
148000.0,2021,Automatique,Diesel,2 Mars,120 000 - 129 999,HYUNDAI,Accent,5.0,WW au Maroc,Non,6.0,Très bon,120000,129999,124999.5,100k-150k
320000.0,2014,Manuelle,Diesel,Aïn Chock,190 000 - 199 999,MERCEDES-BENZ,Classe C,5.0,WW au Maroc,Non,8.0,Excellent,190000,199999,194999.5,150k-200k
217000.0,2018,Automatique,Diesel,Aïn Chock,80 000 - 84 999,VOLKSWAGEN,Coccinelle,5.0,WW au Maroc,Oui,8.0,Excellent,80000,84999,82499.5,50k-100k
524799.9555555555,2018,Automatique,Diesel,Belvédère,100 000 - 109 999,MERCEDES-BENZ,Classe Gle,5.0,WW au Maroc,Oui,12.0,Neuf,100000,109999,104999.5,100k-150k
400000.0,2019,Automatique,Essence,Val Fleuri,80 000 - 84 999,PORSCHE,Cayenne,5.0,Importée neuve,Oui,17.0,Excellent,80000,84999,82499.5,50k-100k
278000.0,2022,Automatique,Diesel,Aïn Chock,50 000 - 54 999,BMW,Série 5,5.0,WW au Maroc,Oui,8.0,Excellent,50000,54999,52499.5,50k-100k
149000.0,2021,Automatique,Essence,Sidi Maarouf,65 000 - 69 999,FIAT,500,3.0,WW au Maroc,Oui,7.0,Excellent,65000,69999,67499.5,50k-100k
98000.0,2024,Manuelle,Diesel,Ain Sebaa,25 000 - 29 999,DACIA,Logan,5.0,WW au Maroc,Oui,6.0,Excellent,25000,29999,27499.5,0-50k
248000.0,2021,Automatique,Diesel,Hay Albaraka,55 000 - 59 999,JEEP,Renegade,5.0,WW au Maroc,Oui,6.0,Excellent,55000,59999,57499.5,50k-100k
420000.0,2021,Automatique,Diesel,Maarif,130 000 - 139 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Excellent,130000,139999,134999.5,100k-150k
156000.0,2022,Manuelle,Diesel,Ain Sebaa,40 000 - 44 999,DACIA,Sandero,5.0,WW au Maroc,Oui,6.0,Excellent,40000,44999,42499.5,0-50k
150000.0,2019,Automatique,Essence,Maarif,65 000 - 69 999,MERCEDES-BENZ,Amg Gt,5.0,WW au Maroc,Oui,23.0,Excellent,65000,69999,67499.5,50k-100k
273620.253164557,2021,Automatique,Diesel,Oasis,75 000 - 79 999,AUDI,A5,5.0,WW au Maroc,Oui,8.0,Excellent,75000,79999,77499.5,50k-100k
320000.0,2024,Automatique,Diesel,Aïn Chock,50 000 - 54 999,MERCEDES-BENZ,Classe C,5.0,Dédouanée,Oui,8.0,Neuf,50000,54999,52499.5,50k-100k
397409.0909090909,2024,Automatique,Electrique,Aïn Chock,5 000 - 9 999,TESLA,Model 3,5.0,Importée neuve,Oui,13.0,Excellent,5000,9999,7499.5,0-50k
360000.0,2014,Automatique,Diesel,Maarif,140 000 - 149 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Non,12.0,Excellent,140000,149999,144999.5,100k-150k
316200.0,2021,Automatique,Diesel,Oasis,90 000 - 94 999,BMW,X5,5.0,WW au Maroc,Oui,12.0,Excellent,90000,94999,92499.5,50k-100k
279000.0,2016,Automatique,Diesel,Californie,130 000 - 139 999,MERCEDES-BENZ,Classe E,5.0,WW au Maroc,Oui,8.0,Excellent,130000,139999,134999.5,100k-150k
265000.0,2017,Automatique,Diesel,Riviera,140 000 - 149 999,AUDI,A3,5.0,Dédouanée,Non,8.0,Excellent,140000,149999,144999.5,100k-150k
154000.0,2019,Manuelle,Diesel,Belvédère,120 000 - 129 999,OPEL,Astra,5.0,WW au Maroc,Oui,7.0,Excellent,120000,129999,124999.5,100k-150k
285000.0,2018,Automatique,Diesel,Maarif,90 000 - 94 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Oui,8.0,Excellent,90000,94999,92499.5,50k-100k
278000.0,2020,Automatique,Diesel,Oasis,95 000 - 99 999,BMW,Série 5,5.0,WW au Maroc,Oui,8.0,Excellent,95000,99999,97499.5,50k-100k
340000.0,2017,Automatique,Diesel,Maarif,120 000 - 129 999,BMW,X5,5.0,WW au Maroc,Non,9.0,Excellent,120000,129999,124999.5,100k-150k
220000.0,2011,Automatique,Diesel,Maarif,180 000 - 189 999,PORSCHE,Cayenne,5.0,WW au Maroc,Non,12.0,Excellent,180000,189999,184999.5,150k-200k
187000.0,2020,Automatique,Diesel,Centre Ville,70 000 - 74 999,RENAULT,Megane,5.0,WW au Maroc,Oui,6.0,Excellent,70000,74999,72499.5,50k-100k
320000.0,2023,Automatique,Diesel,Belvédère,80 000 - 84 999,MERCEDES-BENZ,Classe A,3.0,WW au Maroc,Non,8.0,Excellent,80000,84999,82499.5,50k-100k
260000.0,2020,Automatique,Diesel,Maarif,80 000 - 84 999,JEEP,Grand Cherokee,5.0,WW au Maroc,Oui,12.0,Excellent,80000,84999,82499.5,50k-100k
450000.0,2017,Automatique,Diesel,Maarif,110 000 - 119 999,LAND ROVER,Range Rover Vogue,5.0,WW au Maroc,Non,12.0,Excellent,110000,119999,114999.5,100k-150k
524799.9555555555,2025,Automatique,Hybride,Aïn Chock,0 - 4 999,MERCEDES-BENZ,Classe Gle,5.0,Importée neuve,Oui,12.0,Neuf,0,4999,2499.5,0-50k
360000.0,2015,Automatique,Diesel,Maarif,140 000 - 149 999,LAND ROVER,Range Rover Vogue,5.0,WW au Maroc,Non,12.0,Excellent,140000,149999,144999.5,100k-150k
400000.0,2025,Automatique,Diesel,Aïn Chock,0 - 4 999,MERCEDES-BENZ,Classe Glc,5.0,Importée neuve,Oui,9.0,Neuf,0,4999,2499.5,0-50k
148000.0,2020,Manuelle,Diesel,2 Mars,85 000 - 89 999,RENAULT,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,85000,89999,87499.5,50k-100k
450000.0,2017,Automatique,Diesel,Maarif,120 000 - 129 999,BMW,Série 7,5.0,WW au Maroc,Non,12.0,Excellent,120000,129999,124999.5,100k-150k
328000.0,2020,Automatique,Diesel,Aïn Chock,100 000 - 109 999,VOLKSWAGEN,Tiguan,5.0,WW au Maroc,Oui,8.0,Excellent,100000,109999,104999.5,100k-150k
300000.0,2017,Automatique,Diesel,Maarif,90 000 - 94 999,MASERATI,Ghibli,5.0,WW au Maroc,Oui,12.0,Excellent,90000,94999,92499.5,50k-100k
141000.0,2018,Manuelle,Diesel,Autre secteur,110 000 - 119 999,FORD,Focus,5.0,WW au Maroc,Non,6.0,Bon,110000,119999,114999.5,100k-150k
230000.0,2016,Automatique,Diesel,Anfa,140 000 - 149 999,JAGUAR,Xe,5.0,WW au Maroc,Oui,8.0,Excellent,140000,149999,144999.5,100k-150k
240000.0,2022,Automatique,Essence,Oasis,40 000 - 44 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,8.0,Très bon,40000,44999,42499.5,0-50k
326108.2046511628,2021,Automatique,Diesel,Bourgogne,100 000 - 109 999,VOLKSWAGEN,Tiguan,5.0,Dédouanée,Oui,8.0,Excellent,100000,109999,104999.5,100k-150k
430000.0,2021,Automatique,Diesel,Bourgogne,40 000 - 44 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Oui,8.0,Excellent,40000,44999,42499.5,0-50k
500000.0,2019,Automatique,Diesel,Maarif,90 000 - 94 999,MASERATI,Levante,5.0,WW au Maroc,Oui,12.0,Excellent,90000,94999,92499.5,50k-100k
280000.0,2016,Automatique,Diesel,Maarif,80 000 - 84 999,MASERATI,Ghibli,5.0,WW au Maroc,Non,12.0,Excellent,80000,84999,82499.5,50k-100k
139000.0,2016,Automatique,Diesel,Aïn Chock,160 000 - 169 999,VOLVO,S60,5.0,WW au Maroc,Non,6.0,Excellent,160000,169999,164999.5,150k-200k
175000.0,2024,Manuelle,Diesel,Maarif,0 - 4 999,OPEL,Corsa,5.0,WW au Maroc,Oui,6.0,Excellent,0,4999,2499.5,0-50k
400000.0,2019,Automatique,Diesel,Maarif,90 000 - 94 999,BMW,Série 4,5.0,WW au Maroc,Oui,8.0,Excellent,90000,94999,92499.5,50k-100k
114000.0,2023,Manuelle,Diesel,Ain Sebaa,40 000 - 44 999,FIAT,Fiorino,5.0,WW au Maroc,Oui,6.0,Excellent,40000,44999,42499.5,0-50k
360000.0,2015,Automatique,Diesel,Maarif,80 000 - 84 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Non,12.0,Excellent,80000,84999,82499.5,50k-100k
320000.0,2023,Automatique,Diesel,Californie,0 - 4 999,MERCEDES-BENZ,Classe C,5.0,Dédouanée,Oui,9.0,Excellent,0,4999,2499.5,0-50k
165000.0,2011,Automatique,Diesel,Maarif,140 000 - 149 999,AUDI,A5,5.0,WW au Maroc,Non,8.0,Excellent,140000,149999,144999.5,100k-150k
153000.0,2019,Manuelle,Diesel,Aïn Borja,90 000 - 94 999,DACIA,Duster,5.0,WW au Maroc,Oui,5.0,Excellent,90000,94999,92499.5,50k-100k
337500.0,2023,Automatique,Essence,2 Mars,40 000 - 44 999,CUPRA,Formentor,5.0,WW au Maroc,Oui,11.0,Excellent,40000,44999,42499.5,0-50k
280000.0,2019,Automatique,Diesel,Maarif,140 000 - 149 999,JEEP,Grand Cherokee,5.0,WW au Maroc,Oui,12.0,Excellent,140000,149999,144999.5,100k-150k
465000.0,2024,Automatique,Diesel,Belvédère,10 000 - 14 999,MERCEDES-BENZ,Classe A,5.0,WW au Maroc,Oui,8.0,Excellent,10000,14999,12499.5,0-50k
148000.0,2022,Manuelle,Diesel,Autre secteur,100 000 - 109 999,RENAULT,Clio,5.0,WW au Maroc,Non,6.0,Bon,100000,109999,104999.5,100k-150k
190000.0,2014,Automatique,Diesel,2 Mars,140 000 - 149 999,MERCEDES-BENZ,Classe E,5.0,Importée neuve,Oui,8.0,Excellent,140000,149999,144999.5,100k-150k
280000.0,2013,Automatique,Diesel,Maarif,140 000 - 149 999,PORSCHE,Cayenne,5.0,Importée neuve,Non,12.0,Excellent,140000,149999,144999.5,100k-150k
197500.0,2021,Manuelle,Diesel,Anfa,140 000 - 149 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,6.0,Excellent,140000,149999,144999.5,100k-150k
360978.021978022,2025,Automatique,Diesel,Aïn Chock,0 - 4 999,MERCEDES-BENZ,Classe Cla,5.0,Importée neuve,Oui,9.0,Neuf,0,4999,2499.5,0-50k
320000.0,2021,Automatique,Diesel,Ain Sebaa,75 000 - 79 999,AUDI,A3,5.0,WW au Maroc,Non,8.0,Excellent,75000,79999,77499.5,50k-100k
500000.0,2018,Automatique,Diesel,Maarif,80 000 - 84 999,PORSCHE,Cayenne,5.0,WW au Maroc,Oui,12.0,Excellent,80000,84999,82499.5,50k-100k
450000.0,2022,Automatique,Diesel,Maarif,90 000 - 94 999,MERCEDES-BENZ,Classe Cla,5.0,WW au Maroc,Oui,8.0,Excellent,90000,94999,92499.5,50k-100k
