Prix,Année,Boite,Carburant,secteur,kilometrage,marque,model,nbr de portes,origine,premiére main,puissance fiscale,état,km_min,km_max,km_moyen,km_binned
179000.0,2017,Automatique,Diesel,Ain Sebaa,140 000 - 149 999,VOLKSWAGEN,Golf 7,5.0,Dédouanée,Oui,8.0,Excellent,140000,149999,144999.5,100k-150k
227000.0,2021,Automatique,Hybride,Sidi Bernoussi,75 000 - 79 999,TOYOTA,C-Hr,5.0,WW au Maroc,Non,10.0,Très bon,75000,79999,77499.5,50k-100k
244999.0,2023,Automatique,Essence,Sidi Bernoussi,0 - 4 999,KIA,Seltos,5.0,WW au Maroc,Non,9.0,Excellent,0,4999,2499.5,0-50k
225000.0,2022,Manuelle,Diesel,Sidi Bernoussi,70 000 - 74 999,KIA,Carens,5.0,WW au Maroc,Non,6.0,Très bon,70000,74999,72499.5,50k-100k
362000.0,2022,Automatique,Hybride,Sidi Bernoussi,10 000 - 14 999,KIA,K5,5.0,WW au Maroc,Non,11.0,Excellent,10000,14999,12499.5,0-50k
349999.0,2022,Automatique,Hybride,Sidi Bernoussi,40 000 - 44 999,KIA,K5,5.0,WW au Maroc,Oui,11.0,Excellent,40000,44999,42499.5,0-50k
295000.0,2022,Automatique,Diesel,Sidi Bernoussi,60 000 - 64 999,KIA,Seltos,5.0,WW au Maroc,Non,8.0,Très bon,60000,64999,62499.5,50k-100k
309998.0,2021,Automatique,Hybride,Sidi Bernoussi,25 000 - 29 999,TOYOTA,Corolla Cross,5.0,WW au Maroc,Non,10.0,Très bon,25000,29999,27499.5,0-50k
464999.0,2023,Automatique,Diesel,Sidi Bernoussi,35 000 - 39 999,KIA,Sorento,5.0,WW au Maroc,Non,9.0,Très bon,35000,39999,37499.5,0-50k
410000.0,2021,Automatique,Diesel,Sidi Bernoussi,40 000 - 44 999,KIA,Sorento,5.0,WW au Maroc,Non,9.0,Excellent,40000,44999,42499.5,0-50k
362000.0,2022,Automatique,Hybride,Sidi Bernoussi,10 000 - 14 999,KIA,K5,5.0,WW au Maroc,Non,11.0,Très bon,10000,14999,12499.5,0-50k
236000.0,2020,Automatique,Diesel,Sidi Bernoussi,30 000 - 34 999,KIA,Ceed,5.0,WW au Maroc,Non,6.0,Très bon,30000,34999,32499.5,0-50k
377000.0,2022,Automatique,Diesel,Sidi Bernoussi,0 - 4 999,KIA,Sportage,5.0,WW au Maroc,Non,6.0,Excellent,0,4999,2499.5,0-50k
229000.0,2019,Automatique,Diesel,Sidi Bernoussi,100 000 - 109 999,RENAULT,Kadjar,5.0,WW au Maroc,Non,6.0,Très bon,100000,109999,104999.5,100k-150k
304998.0,2021,Automatique,Diesel,Sidi Bernoussi,60 000 - 64 999,KIA,Sportage,5.0,WW au Maroc,Non,8.0,Très bon,60000,64999,62499.5,50k-100k
59000.0,2011,Manuelle,Essence,Californie,170 000 - 179 999,HYUNDAI,I 10,5.0,WW au Maroc,Non,6.0,Très bon,170000,179999,174999.5,150k-200k
422981.48148148146,2018,Automatique,Diesel,Ain Sebaa,160 000 - 169 999,LAND ROVER,Range Rover Velar,5.0,WW au Maroc,Oui,8.0,Excellent,160000,169999,164999.5,150k-200k
125000.0,2010,Manuelle,Diesel,Sidi Bernoussi,190 000 - 199 999,FORD,Focus,5.0,WW au Maroc,Non,7.0,Très bon,190000,199999,194999.5,150k-200k
30000.0,1999,Manuelle,Diesel,Sidi Moumen,400 000 - 449 999,CITROEN,Xantia,5.0,WW au Maroc,Non,7.0,Bon,400000,449999,424999.5,400k-500k
310000.0,2019,Automatique,Diesel,Anfa,120 000 - 129 999,TOYOTA,Fortuner,5.0,WW au Maroc,Oui,10.0,Excellent,120000,129999,124999.5,100k-150k
184000.0,2020,Automatique,Diesel,Aïn Chock,100 000 - 109 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Oui,9.0,Très bon,100000,109999,104999.5,100k-150k
30000.0,1995,Manuelle,Essence,Hay Mohammadi,300 000 - 349 999,OPEL,Corsa,5.0,Dédouanée,Non,6.0,Bon,300000,349999,324999.5,300k-400k
364558.3936170213,2020,Automatique,Diesel,Anfa,180 000 - 189 999,VOLKSWAGEN,Golf 8,5.0,WW au Maroc,Oui,8.0,Très bon,180000,189999,184999.5,150k-200k
330000.0,2013,Automatique,Diesel,2 Mars,190 000 - 199 999,AUDI,Q5,5.0,Importée neuve,Non,12.0,Très bon,190000,199999,194999.5,150k-200k
215601.02173913046,2009,Manuelle,Diesel,2 Mars,200 000 - 249 999,KIA,Sportage,5.0,WW au Maroc,Non,8.0,Excellent,200000,249999,224999.5,200k-300k
40000.0,1992,Manuelle,Diesel,Errahma,300 000 - 349 999,MERCEDES-BENZ,190,5.0,Dédouanée,Non,8.0,Très bon,300000,349999,324999.5,300k-400k
364558.39361702127,2021,Automatique,Diesel,Sidi Othmane,80 000 - 84 999,VOLKSWAGEN,Golf 8,5.0,WW au Maroc,Oui,5.0,Excellent,80000,84999,82499.5,50k-100k
160000.0,2023,Automatique,Essence,Anfa,45 000 - 49 999,CHEVROLET,Suburban,5.0,Importée neuve,Oui,14.0,Excellent,45000,49999,47499.5,0-50k
220000.0,2015,Manuelle,Diesel,Bournazil,250 000 - 299 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Non,12.0,Excellent,250000,299999,274999.5,200k-300k
395000.0,2018,Automatique,Essence,Anfa,90 000 - 94 999,AUDI,A3,5.0,Importée neuve,Non,14.0,Excellent,90000,94999,92499.5,50k-100k
115000.0,2011,Manuelle,Diesel,2 Mars,200 000 - 249 999,VOLKSWAGEN,Golf 6,5.0,WW au Maroc,Non,7.0,Très bon,200000,249999,224999.5,200k-300k
52000.0,2007,Manuelle,Essence,Al Fida,250 000 - 299 999,PEUGEOT,307,5.0,WW au Maroc,Non,8.0,Très bon,250000,299999,274999.5,200k-300k
90000.0,2014,Manuelle,Diesel,Ain Sebaa,60 000 - 64 999,DACIA,Sandero,5.0,WW au Maroc,Oui,6.0,Très bon,60000,64999,62499.5,50k-100k
200000.0,2019,Automatique,Diesel,Aïn Chock,100 000 - 109 999,PEUGEOT,3008,5.0,WW au Maroc,Oui,8.0,Excellent,100000,109999,104999.5,100k-150k
60000.0,2010,Manuelle,Essence,Oulfa,180 000 - 189 999,PEUGEOT,206,5.0,WW au Maroc,Non,6.0,Très bon,180000,189999,184999.5,150k-200k
225000.0,2024,Manuelle,Diesel,Ain Sebaa,35 000 - 39 999,RENAULT,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,35000,39999,37499.5,0-50k
335390.27210884355,2014,Automatique,Essence,Hermitage,150 000 - 159 999,MERCEDES-BENZ,Classe E,3.0,WW au Maroc,Non,10.0,Très bon,150000,159999,154999.5,150k-200k
180000.0,2017,Automatique,Diesel,Ain Sebaa,120 000 - 129 999,NISSAN,Qashqai,5.0,WW au Maroc,Non,6.0,Neuf,120000,129999,124999.5,100k-150k
269000.0,2019,Automatique,Diesel,Casablanca Finance City,80 000 - 84 999,LAND ROVER,Range Rover Evoque,5.0,WW au Maroc,Non,8.0,Excellent,80000,84999,82499.5,50k-100k
45000.0,2002,Manuelle,Diesel,Aïn Chock,120 000 - 129 999,CITROEN,Xsara,5.0,WW au Maroc,Oui,8.0,Très bon,120000,129999,124999.5,100k-150k
28000.0,2006,Manuelle,Essence,Sidi Moumen,140 000 - 149 999,VOLKSWAGEN,Gol,5.0,WW au Maroc,Non,6.0,Bon,140000,149999,144999.5,100k-150k
295000.0,2018,Automatique,Diesel,2 Mars,120 000 - 129 999,BMW,Série 5,5.0,WW au Maroc,Non,8.0,Très bon,120000,129999,124999.5,100k-150k
62000.0,2014,Manuelle,Essence,Oulfa,90 000 - 94 999,PEUGEOT,107,5.0,WW au Maroc,Non,6.0,Excellent,90000,94999,92499.5,50k-100k
75000.0,2003,Manuelle,Diesel,Anfa,200 000 - 249 999,NISSAN,X-Trail,5.0,WW au Maroc,Non,9.0,Bon,200000,249999,224999.5,200k-300k
107500.0,2007,Automatique,Diesel,2 Mars,350 000 - 399 999,TOYOTA,Land Cruiser,5.0,Importée neuve,Non,12.0,Bon,350000,399999,374999.5,300k-400k
165000.0,2015,Automatique,Diesel,Ain Sebaa,120 000 - 129 999,JAGUAR,Xf,5.0,WW au Maroc,Oui,9.0,Très bon,120000,129999,124999.5,100k-150k
350000.0,2017,Automatique,Diesel,Ain Sebaa,160 000 - 169 999,MERCEDES-BENZ,220,5.0,Dédouanée,Oui,9.0,Très bon,160000,169999,164999.5,150k-200k
125385.91262135921,2019,Manuelle,Diesel,Beauséjour,80 000 - 84 999,PEUGEOT,208,5.0,WW au Maroc,Non,6.0,Très bon,80000,84999,82499.5,50k-100k
165000.0,2019,Manuelle,Diesel,Sbata,55 000 - 59 999,FORD,C-Max,5.0,WW au Maroc,Oui,6.0,Excellent,55000,59999,57499.5,50k-100k
62000.0,2011,Manuelle,Essence,Belvédère,110 000 - 119 999,TOYOTA,Aygo,5.0,WW au Maroc,Oui,6.0,Excellent,110000,119999,114999.5,100k-150k
69000.0,2001,Manuelle,Diesel,Hay Alfalah,25 000 - 29 999,VOLKSWAGEN,Golf 4,5.0,WW au Maroc,Non,8.0,Excellent,25000,29999,27499.5,0-50k
524799.9555555555,2021,Automatique,Diesel,Maarif,50 000 - 54 999,MERCEDES-BENZ,Classe Gle,5.0,WW au Maroc,Non,8.0,Excellent,50000,54999,52499.5,50k-100k
147000.0,2018,Automatique,Diesel,Ain Sebaa,150 000 - 159 999,DACIA,Duster,5.0,WW au Maroc,Non,6.0,Excellent,150000,159999,154999.5,150k-200k
179000.0,2019,Manuelle,Diesel,2 Mars,75 000 - 79 999,HONDA,Civic,5.0,WW au Maroc,Non,6.0,Excellent,75000,79999,77499.5,50k-100k
200000.0,2015,Automatique,Diesel,Aïn Diab,40 000 - 44 999,JEEP,Grand Cherokee,5.0,WW au Maroc,Oui,12.0,Excellent,40000,44999,42499.5,0-50k
110000.0,2019,Manuelle,Diesel,Beauséjour,80 000 - 84 999,PEUGEOT,208,5.0,WW au Maroc,Non,6.0,Excellent,80000,84999,82499.5,50k-100k
400000.0,2005,Manuelle,Diesel,Centre Ville,100 000 - 109 999,PORSCHE,Cayenne,5.0,Dédouanée,Oui,26.0,Excellent,100000,109999,104999.5,100k-150k
350000.0,2017,Automatique,Diesel,Aïn Diab,140 000 - 149 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Non,12.0,Très bon,140000,149999,144999.5,100k-150k
127000.0,2014,Automatique,Diesel,Hay Mohammadi,0 - 4 999,VOLKSWAGEN,Passat,5.0,WW au Maroc,Non,8.0,Excellent,0,4999,2499.5,0-50k
95000.0,2017,Manuelle,Essence,Ain Sebaa,70 000 - 74 999,FIAT,500,3.0,WW au Maroc,Non,6.0,Excellent,70000,74999,72499.5,50k-100k
43000.0,2004,Manuelle,Diesel,Sidi Bernoussi,30 000 - 34 999,PEUGEOT,Partner,5.0,WW au Maroc,Non,7.0,Correct,30000,34999,32499.5,0-50k
515000.0,2021,Automatique,Diesel,Autre secteur,45 000 - 49 999,LAND ROVER,Range Rover,5.0,WW au Maroc,Oui,8.0,Excellent,45000,49999,47499.5,0-50k
155000.0,1990,Manuelle,Essence,2 Mars,20 000 - 24 999,SUZUKI,Apv,5.0,Dédouanée,Non,7.0,Très bon,20000,24999,22499.5,0-50k
49000.0,2006,Manuelle,Diesel,Hay Moulay Rachid,200 000 - 249 999,FORD,Mondeo,5.0,WW au Maroc,Non,8.0,Excellent,200000,249999,224999.5,200k-300k
155000.0,1990,Manuelle,Essence,2 Mars,15 000 - 19 999,SUZUKI,Apv,5.0,Dédouanée,Non,7.0,Très bon,15000,19999,17499.5,0-50k
155000.0,1990,Manuelle,Essence,2 Mars,10 000 - 14 999,SUZUKI,Apv,5.0,WW au Maroc,Non,7.0,Très bon,10000,14999,12499.5,0-50k
134999.0,2021,Manuelle,Diesel,Ain Sebaa,20 000 - 24 999,DACIA,Dokker,5.0,WW au Maroc,Oui,7.0,Très bon,20000,24999,22499.5,0-50k
82000.0,2008,Manuelle,Diesel,Maarif,190 000 - 199 999,BMW,Série 1,5.0,Dédouanée,Non,8.0,Très bon,190000,199999,194999.5,150k-200k
68000.0,2001,Manuelle,Diesel,Ain Sebaa,40 000 - 44 999,VOLKSWAGEN,Golf 4,5.0,Dédouanée,Non,8.0,Très bon,40000,44999,42499.5,0-50k
46000.0,2012,Manuelle,Essence,Aïn Chock,5 000 - 9 999,HONDA,Hr-V,3.0,WW au Maroc,Oui,5.0,Correct,5000,9999,7499.5,0-50k
32000.0,1991,Manuelle,Diesel,Autre secteur,300 000 - 349 999,RENAULT,19,5.0,WW au Maroc,Non,7.0,Très bon,300000,349999,324999.5,300k-400k
220000.0,2022,Automatique,Diesel,Les Cretes,60 000 - 64 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Excellent,60000,64999,62499.5,50k-100k
50000.0,2003,Manuelle,Essence,Ain Sebaa,150 000 - 159 999,VOLKSWAGEN,Polo,5.0,WW au Maroc,Non,6.0,Bon,150000,159999,154999.5,150k-200k
75000.0,1996,Manuelle,Essence,Beauséjour,170 000 - 179 999,BMW,Série 3,5.0,WW au Maroc,Non,14.0,Très bon,170000,179999,174999.5,150k-200k
118500.0,2018,Manuelle,Diesel,Errahma,170 000 - 179 999,RENAULT,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,170000,179999,174999.5,150k-200k
98000.0,2012,Manuelle,Diesel,Ain Sebaa,190 000 - 199 999,RENAULT,Megane 3,5.0,WW au Maroc,Non,7.0,Très bon,190000,199999,194999.5,150k-200k
129500.0,2020,Manuelle,Diesel,Aïn Chock,100 000 - 109 999,PEUGEOT,308,5.0,WW au Maroc,Oui,6.0,Très bon,100000,109999,104999.5,100k-150k
245000.0,2022,Automatique,Diesel,2 Mars,60 000 - 64 999,PEUGEOT,2008,5.0,WW au Maroc,Oui,6.0,Excellent,60000,64999,62499.5,50k-100k
75000.0,2004,Automatique,Diesel,2 Mars,10 000 - 14 999,MERCEDES-BENZ,220,5.0,Dédouanée,Non,9.0,Excellent,10000,14999,12499.5,0-50k
118500.0,2008,Manuelle,Essence,Hay Mohammadi,160 000 - 169 999,RENAULT,Clio,5.0,WW au Maroc,Non,7.0,Très bon,160000,169999,164999.5,150k-200k
460000.0,2019,Automatique,Diesel,El Manar El Hank,90 000 - 94 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Oui,6.0,Très bon,90000,94999,92499.5,50k-100k
85000.0,2006,Automatique,Diesel,Oasis,150 000 - 159 999,BMW,X3,5.0,WW au Maroc,Non,12.0,Bon,150000,159999,154999.5,150k-200k
80000.0,2011,Manuelle,Diesel,Ain Sebaa,140 000 - 149 999,DACIA,Logan,5.0,WW au Maroc,Non,6.0,Excellent,140000,149999,144999.5,100k-150k
92000.0,2007,Automatique,Diesel,Casablanca Finance City,200 000 - 249 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Non,9.0,Excellent,200000,249999,224999.5,200k-300k
80000.0,1993,Automatique,Essence,Aïn Diab,60 000 - 64 999,CADILLAC,Fleetwood,5.0,Dédouanée,Oui,27.0,Très bon,60000,64999,62499.5,50k-100k
138000.0,2016,Automatique,Diesel,Sidi Maarouf,160 000 - 169 999,PEUGEOT,508,5.0,WW au Maroc,Non,8.0,Très bon,160000,169999,164999.5,150k-200k
94000.0,2007,Automatique,Diesel,Centre Ville,250 000 - 299 999,VOLKSWAGEN,Touareg,5.0,Dédouanée,Non,8.0,Très bon,250000,299999,274999.5,200k-300k
112000.0,2013,Manuelle,Diesel,2 Mars,95 000 - 99 999,PEUGEOT,508,5.0,WW au Maroc,Non,6.0,Excellent,95000,99999,97499.5,50k-100k
275000.0,2021,Automatique,Diesel,Aïn Chock,160 000 - 169 999,HYUNDAI,Tucson,5.0,WW au Maroc,Oui,6.0,Très bon,160000,169999,164999.5,150k-200k
145000.0,2019,Manuelle,Diesel,Aïn Chock,0 - 4 999,FIAT,Tipo,5.0,WW au Maroc,Oui,6.0,Excellent,0,4999,2499.5,0-50k
25000.0,1986,Manuelle,Diesel,Ain Sebaa,350 000 - 399 999,PEUGEOT,309,5.0,WW au Maroc,Non,7.0,Excellent,350000,399999,374999.5,300k-400k
76000.0,2008,Manuelle,Essence,Al Mostakbal,40 000 - 44 999,SUZUKI,Carry,5.0,Dédouanée,Non,9.0,Bon,40000,44999,42499.5,0-50k
49000.0,2004,Manuelle,Diesel,Anfa,190 000 - 199 999,FIAT,Siena,5.0,WW au Maroc,Oui,6.0,Très bon,190000,199999,194999.5,150k-200k
130000.0,2015,Automatique,Diesel,Anfa,150 000 - 159 999,JEEP,Grand Cherokee,5.0,WW au Maroc,Oui,12.0,Correct,150000,159999,154999.5,150k-200k
13500.0,2017,Manuelle,Diesel,Sidi Bernoussi,200 000 - 249 999,PEUGEOT,Tepee,5.0,Importée neuve,Non,6.0,Excellent,200000,249999,224999.5,200k-300k
275000.0,2019,Automatique,Diesel,Aïn Chock,180 000 - 189 999,VOLKSWAGEN,Golf 7,5.0,Dédouanée,Oui,8.0,Très bon,180000,189999,184999.5,150k-200k
430000.0,2021,Automatique,Diesel,Ain Sebaa,75 000 - 79 999,VOLKSWAGEN,Golf 8,5.0,Importée neuve,Non,8.0,Neuf,75000,79999,77499.5,50k-100k
275000.0,2024,Automatique,Hybride,Hay Laymouna,0 - 4 999,HYUNDAI,Tucson,5.0,WW au Maroc,Oui,5.0,Excellent,0,4999,2499.5,0-50k
130000.0,2011,Manuelle,Diesel,Lissasfa,250 000 - 299 999,VOLKSWAGEN,Caddy,5.0,Dédouanée,Non,6.0,Excellent,250000,299999,274999.5,200k-300k
32000.0,1986,Manuelle,Diesel,Sidi Bernoussi,20 000 - 24 999,VOLKSWAGEN,Golf 2,3.0,WW au Maroc,Non,6.0,Excellent,20000,24999,22499.5,0-50k
135000.0,2017,Manuelle,Diesel,Sidi Maarouf,180 000 - 189 999,CITROEN,C4,5.0,WW au Maroc,Oui,6.0,Très bon,180000,189999,184999.5,150k-200k
404829.28048780485,2019,Automatique,Diesel,Anfa,130 000 - 139 999,AUDI,Q3,5.0,WW au Maroc,Oui,8.0,Excellent,130000,139999,134999.5,100k-150k
135000.0,2020,Manuelle,Essence,Bourgogne,65 000 - 69 999,OPEL,Corsa,5.0,WW au Maroc,Non,6.0,Excellent,65000,69999,67499.5,50k-100k
404829.28048780485,2019,Automatique,Diesel,Gauthier,130 000 - 139 999,AUDI,Q3,5.0,WW au Maroc,Non,8.0,Très bon,130000,139999,134999.5,100k-150k
20000.0,1992,Manuelle,Diesel,2 Mars,0 - 4 999,CITROEN,C15,3.0,Importée neuve,Non,7.0,Excellent,0,4999,2499.5,0-50k
497279.06976744183,2019,Automatique,Essence,Maarif,140 000 - 149 999,PORSCHE,Macan,5.0,Importée neuve,Non,11.0,Excellent,140000,149999,144999.5,100k-150k
155000.0,2018,Automatique,Diesel,Maarif,130 000 - 139 999,JEEP,Renegade,5.0,Dédouanée,Non,6.0,Excellent,130000,139999,134999.5,100k-150k
30000.0,2004,Manuelle,Diesel,Hay Moulay Rachid 6,35 000 - 39 999,FIAT,Palio,5.0,WW au Maroc,Non,7.0,Très bon,35000,39999,37499.5,0-50k
348000.0,2020,Automatique,Diesel,Route d'Azemmour,100 000 - 109 999,BMW,Série 5,5.0,WW au Maroc,Oui,9.0,Très bon,100000,109999,104999.5,100k-150k
32000.0,2006,Manuelle,Essence,Aïn Chock,200 000 - 249 999,VOLKSWAGEN,Gol,5.0,WW au Maroc,Non,6.0,Bon,200000,249999,224999.5,200k-300k
125000.0,2012,Manuelle,Diesel,Aïn Chock,180 000 - 189 999,VOLKSWAGEN,Caddy,5.0,WW au Maroc,Non,6.0,Très bon,180000,189999,184999.5,150k-200k
48000.0,2005,Manuelle,Essence,Hay Hassani,130 000 - 139 999,FORD,Fiesta,5.0,WW au Maroc,Non,7.0,Excellent,130000,139999,134999.5,100k-150k
96925.89230769231,2005,Manuelle,Essence,Hay Hassani,350 000 - 399 999,FORD,Fiesta,5.0,WW au Maroc,Non,7.0,Excellent,350000,399999,374999.5,300k-400k
57500.0,2008,Manuelle,Diesel,2 Mars,65 000 - 69 999,RENAULT,Laguna,5.0,Dédouanée,Non,9.0,Pour Pièces,65000,69999,67499.5,50k-100k
155000.0,2023,Manuelle,Diesel,Sidi Maarouf,50 000 - 54 999,RENAULT,Express,5.0,WW au Maroc,Non,6.0,Excellent,50000,54999,52499.5,50k-100k
142347.45762711862,2022,Automatique,Hybride,2 Mars,55 000 - 59 999,TOYOTA,Corolla,5.0,WW au Maroc,Oui,10.0,Neuf,55000,59999,57499.5,50k-100k
160000.0,2018,Automatique,Diesel,Abdelmoumen,70 000 - 74 999,DACIA,Duster,5.0,WW au Maroc,Non,8.0,Très bon,70000,74999,72499.5,50k-100k
39000.0,1993,Manuelle,Essence,Gauthier,300 000 - 349 999,RENAULT,R4,5.0,WW au Maroc,Non,6.0,Très bon,300000,349999,324999.5,300k-400k
205000.0,2022,Automatique,Diesel,Oulfa,95 000 - 99 999,CITROEN,C4,5.0,WW au Maroc,Oui,6.0,Excellent,95000,99999,97499.5,50k-100k
58000.0,2009,Automatique,Diesel,Oulfa,190 000 - 199 999,VOLVO,S60,5.0,WW au Maroc,Non,10.0,Correct,190000,199999,194999.5,150k-200k
265000.0,2019,Automatique,Diesel,Aïn Diab,200 000 - 249 999,LAND ROVER,Discovery Sport,5.0,WW au Maroc,Non,8.0,Excellent,200000,249999,224999.5,200k-300k
159000.0,2017,Automatique,Diesel,Sidi Bernoussi,140 000 - 149 999,VOLKSWAGEN,Caddy,5.0,WW au Maroc,Oui,6.0,Excellent,140000,149999,144999.5,100k-150k
400000.0,2014,Automatique,Diesel,Californie,200 000 - 249 999,LAND ROVER,Range Rover Sport,5.0,Importée neuve,Non,12.0,Excellent,200000,249999,224999.5,200k-300k
105000.0,2017,Manuelle,Diesel,2 Mars,150 000 - 159 999,RENAULT,Clio,5.0,WW au Maroc,Non,6.0,Bon,150000,159999,154999.5,150k-200k
84000.0,2010,Manuelle,Diesel,Ain Sebaa,250 000 - 299 999,PEUGEOT,308,5.0,WW au Maroc,Non,6.0,Très bon,250000,299999,274999.5,200k-300k
185000.0,2018,Automatique,Diesel,2 Mars,160 000 - 169 999,RENAULT,Talisman,5.0,WW au Maroc,Oui,6.0,Excellent,160000,169999,164999.5,150k-200k
270000.0,2019,Automatique,Diesel,Maarif,95 000 - 99 999,JAGUAR,Xf,5.0,WW au Maroc,Oui,8.0,Neuf,95000,99999,97499.5,50k-100k
103000.0,2017,Automatique,Essence,Hay Hassani,60 000 - 64 999,FIAT,500,3.0,WW au Maroc,Oui,7.0,Excellent,60000,64999,62499.5,50k-100k
155000.0,2016,Manuelle,Diesel,Anfa,120 000 - 129 999,MINI,One,3.0,WW au Maroc,Oui,6.0,Excellent,120000,129999,124999.5,100k-150k
155000.0,2016,Manuelle,Diesel,Anfa,120 000 - 129 999,MINI,One,3.0,WW au Maroc,Oui,6.0,Très bon,120000,129999,124999.5,100k-150k
101000.0,2016,Manuelle,Diesel,Route d'Azemmour,250 000 - 299 999,PEUGEOT,508,5.0,WW au Maroc,Non,6.0,Bon,250000,299999,274999.5,200k-300k
113000.0,2011,Automatique,Diesel,Oulfa,200 000 - 249 999,SKODA,Superb,5.0,WW au Maroc,Non,8.0,Très bon,200000,249999,224999.5,200k-300k
77000.0,2009,Manuelle,Essence,Belvédère,140 000 - 149 999,MINI,Cooper,3.0,WW au Maroc,Oui,9.0,Excellent,140000,149999,144999.5,100k-150k
115000.0,2011,Automatique,Diesel,Derb Ghallef,300 000 - 349 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Oui,12.0,Très bon,300000,349999,324999.5,300k-400k
45000.0,2011,Manuelle,Essence,Aïn Chock,75 000 - 79 999,CHEVROLET,Avalanche,5.0,WW au Maroc,Non,6.0,Très bon,75000,79999,77499.5,50k-100k
168000.0,2012,Automatique,Diesel,Aïn Chock,190 000 - 199 999,VOLKSWAGEN,Tiguan,5.0,Dédouanée,Non,8.0,Très bon,190000,199999,194999.5,150k-200k
238000.0,2019,Manuelle,Diesel,Hay Inara,300 000 - 349 999,RENAULT,Master,3.0,WW au Maroc,Non,9.0,Excellent,300000,349999,324999.5,300k-400k
145000.0,2015,Manuelle,Diesel,Sidi Moumen,180 000 - 189 999,TOYOTA,Corolla,5.0,WW au Maroc,Non,5.0,Très bon,180000,189999,184999.5,150k-200k
400000.0,2018,Automatique,Diesel,Aïn Chock,150 000 - 159 999,LAND ROVER,Range Rover Sport,5.0,WW au Maroc,Oui,12.0,Excellent,150000,159999,154999.5,150k-200k
232000.0,2020,Manuelle,Diesel,Sidi Moumen,120 000 - 129 999,VOLKSWAGEN,Tiguan,5.0,WW au Maroc,Non,8.0,Excellent,120000,129999,124999.5,100k-150k
404829.28048780485,2021,Automatique,Diesel,Aïn Chock,95 000 - 99 999,AUDI,Q3,5.0,WW au Maroc,Oui,8.0,Excellent,95000,99999,97499.5,50k-100k
158000.0,2023,Manuelle,Diesel,2 Mars,65 000 - 69 999,DACIA,Lodgy,5.0,WW au Maroc,Oui,6.0,Excellent,65000,69999,67499.5,50k-100k
160000.0,2019,Manuelle,Diesel,Bournazil,170 000 - 179 999,PEUGEOT,2008,5.0,WW au Maroc,Non,6.0,Excellent,170000,179999,174999.5,150k-200k
210000.0,2018,Automatique,Diesel,Ain Sebaa,200 000 - 249 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Oui,9.0,Très bon,200000,249999,224999.5,200k-300k
113000.0,2021,Manuelle,Diesel,Aïn Chock,85 000 - 89 999,CITROEN,Berlingo,5.0,WW au Maroc,Oui,6.0,Très bon,85000,89999,87499.5,50k-100k
122000.0,2008,Automatique,Diesel,Sbata,30 000 - 34 999,MERCEDES-BENZ,220,5.0,Dédouanée,Non,9.0,Très bon,30000,34999,32499.5,0-50k
173000.0,2014,Automatique,Diesel,Bourgogne,120 000 - 129 999,AUDI,A4,5.0,WW au Maroc,Oui,8.0,Très bon,120000,129999,124999.5,100k-150k
380000.0,2018,Automatique,Diesel,Al Madina Aljadida,200 000 - 249 999,VOLKSWAGEN,Tiguan,5.0,Dédouanée,Non,8.0,Très bon,200000,249999,224999.5,200k-300k
258000.0,2018,Automatique,Diesel,Maarif,100 000 - 109 999,AUDI,A4,5.0,WW au Maroc,Non,8.0,Excellent,100000,109999,104999.5,100k-150k
20000.0,1986,Manuelle,Diesel,Sidi Maarouf,Plus de 500 000,VOLVO,C30,3.0,Dédouanée,Non,10.0,Bon,500000,999999,749999.5,500k+
430000.0,2021,Automatique,Diesel,Derb Ghallef,120 000 - 129 999,VOLKSWAGEN,Golf 8,5.0,Dédouanée,Oui,8.0,Excellent,120000,129999,124999.5,100k-150k
265000.0,2022,Automatique,Diesel,Bourgogne,25 000 - 29 999,JEEP,Renegade,5.0,WW au Maroc,Non,6.0,Excellent,25000,29999,27499.5,0-50k
40000.0,1996,Manuelle,Diesel,Nassim,110 000 - 119 999,FORD,Escort,5.0,WW au Maroc,Non,7.0,Bon,110000,119999,114999.5,100k-150k
330000.0,2021,Automatique,Diesel,Oulfa,120 000 - 129 999,BMW,Série 1,5.0,WW au Maroc,Oui,8.0,Neuf,120000,129999,124999.5,100k-150k
90000.0,2006,Manuelle,Diesel,Roches Noires,350 000 - 399 999,NISSAN,Pathfinder,5.0,WW au Maroc,Non,10.0,Très bon,350000,399999,374999.5,300k-400k
131000.0,2020,Manuelle,Diesel,Ain Sebaa,35 000 - 39 999,RENAULT,Clio,5.0,WW au Maroc,Oui,5.0,Excellent,35000,39999,37499.5,0-50k
